,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
46,46,7 4 7 9 - 1 6 - P R E S I N T   1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-16,",SIAP DENGAN: CFO PENUH,7479-16/1399/2011(07),21 Jul 2010,20 Jul 2011,"RM 255,500.00",0.00mps,RUMAH PANGSA/KONDO,15.0,0,0,0,10,10,"259,500.00","269,500.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-16,"(15, '7479-16')"
47,47,7 4 7 9 - 1 6 - P R E S I N T   1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-16,",SIAP DENGAN: CFO PENUH,7479-16/1399/2011(07),21 Jul 2010,20 Jul 2011,"RM 255,500.00",0.00mps,RUMAH PANGSA/KONDO,15.0,0,0,0,104,104,"255,500.00","165,500.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-16,"(15, '7479-16')"
48,48,7 4 7 9 - 1 7 - P R E S I N T   1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-17,",SIAP DENGAN: CFO PENUH,7479-17/1176/2011(06),22 Jun 2010,21 Jun 2011,"RM 698,587.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10,10,"698,587.00","882,996.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-17,"(16, '7479-17')"
49,49,7 4 7 9 - 1 7 - P R E S I N T   1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-17,",SIAP DENGAN: CFO PENUH,7479-17/1176/2011(06),22 Jun 2010,21 Jun 2011,"RM 698,587.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10,10,"778,587.00","874,382.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-17,"(16, '7479-17')"
50,50,7 4 7 9 - 1 8 - P R E S I N T   1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-18,",SIAP DENGAN: CFO PENUH,7479-18/951/2010(05),14 May 2009,13 May 2010,"RM 285,875.00",0.00mps,RUMAH TERES,2.0,0,0,0,26,26,"285,875.00","580,915.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-18,"(17, '7479-18')"
51,51,7 4 7 9 - 1 9 - 1 4 - 1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-19,",SIAP DENGAN: CCC PENUH,7479-19/266/2013(02),09 Feb 2012,08 Feb 2013,"RM 708,888.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,12,12,"926,688.00","1,010,040.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-19,"(18, '7479-19')"
52,52,7 4 7 9 - 1 9 - 1 4 - 1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-19,",SIAP DENGAN: CCC PENUH,7479-19/266/2013(02),09 Feb 2012,08 Feb 2013,"RM 708,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,20,20,"708,888.00","775,086.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-19,"(18, '7479-19')"
53,53,7 4 7 9 - 1 9 - 1 4 - 1 1,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-19,",SIAP DENGAN: CCC PENUH,7479-19/266/2013(02),09 Feb 2012,08 Feb 2013,"RM 708,888.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10,10,"1,101,488.00","1,167,808.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-19,"(18, '7479-19')"
54,54,7 4 7 9 - 2 0 - 8 - 4 H,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-20,",SIAP DENGAN: CCC PENUH,7479-20/855/2012(04),25 Apr 2011,24 Apr 2012,"RM 2,168,888.00",0.00mps,RUMAH BERKEMBAR,3.0,0,0,0,40,0,"2,168,888.00","3,090,592.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-20,"(19, '7479-20')"
55,55,7 4 7 9 - 2 1 - U R B A N   N A T U R E   L I V I N G,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-21,",SIAP DENGAN: CCC PENUH,7479-21/1560/2012(08),04 Aug 2011,03 Aug 2012,"RM 650,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,37,2,"650,888.00","933,382.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-21,"(20, '7479-21')"
56,56,7 4 7 9 - 2 2 - U R B A N   G R E E N   E N C L A V E,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-22,",SIAP DENGAN: CCC PENUH,7479-22/1839/2012(09),14 Sep 2011,13 Sep 2012,"RM 630,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,45,0,"630,888.00","799,068.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-22,"(21, '7479-22')"
57,57,7 4 7 9 - 2 2 - U R B A N   G R E E N   E N C L A V E,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-22,",SIAP DENGAN: CCC PENUH,7479-22/1839/2012(09),14 Sep 2011,13 Sep 2012,"RM 630,888.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,4,0,"966,951.00","1,018,188.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-22,"(21, '7479-22')"
58,58,7 4 7 9 - 2 3 - P R O J E K   P E R U M A H A N   R A K Y A T   1   M A L A Y S I A   ( P R 1 M A ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-23,",SIAP DENGAN: CCC PENUH,7479-23/04-2015/01666(P),21 Apr 2014,20 Apr 2015,"RM 120,000.00",815.00mps,RUMAH PANGSA/KONDO,14.0,0,0,815,560,3,"120,000.00","150,000.00",100.0,"[""2.965725, 101.667334""]",,https://teduh.kpkt.gov.my/project-swasta/7479-23,"(22, '7479-23')"
59,59,7 4 7 9 - 2 4 - T H E   P I N E S,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-24,",SIAP DENGAN: CCC PENUH,7479-24/04-2014/62(P),26 Apr 2013,25 Apr 2014,"RM 570,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,127,0,"570,888.00","1,034,200.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-24,"(23, '7479-24')"
60,60,"7 4 7 9 - 2 5 - D U T A ,   P A L L A D I U M   3",PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-25,",SIAP DENGAN: CCC PENUH,7479-25/06-2014/0444(P),20 Jun 2013,19 Jun 2014,"RM 780,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,14,0,"780,888.00","921,582.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-25,"(24, '7479-25')"
61,61,"7 4 7 9 - 2 5 - D U T A ,   P A L L A D I U M   3",PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-25,",SIAP DENGAN: CCC PENUH,7479-25/06-2014/0444(P),20 Jun 2013,19 Jun 2014,"RM 780,888.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,14,0,"1,313,888.00","1,468,988.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-25,"(24, '7479-25')"
62,62,7 4 7 9 - 2 6 - T H E   T H Y M E S   ( Z O N E   9 B ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-26,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 1,106,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,30,0,"1,106,000.00","1,254,900.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-26,"(25, '7479-26')"
63,63,7 4 7 9 - 2 7 - D U T A   H O M E S   2,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-27,",SIAP DENGAN: CCC PENUH,7479-27/10-2014/0826(P),30 Oct 2013,29 Oct 2014,"RM 680,888.00",0.00mps,RUMAH TERES,2.0,0,0,0,72,1,"680,888.00","880,578.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-27,"(26, '7479-27')"
64,64,7 4 7 9 - 2 8 - P A L M A   (   Z O N E   1 0 E   ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-28,",SIAP DENGAN: CCC PENUH,7479-28/02-2015/01305(P),13 Feb 2014,12 Feb 2015,"RM 688,888.00",206.20mps,RUMAH TERES,2.0,0,0,206,63,0,"688,888.00","920,977.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-28,"(27, '7479-28')"
65,65,7 4 7 9 - 2 9 - F E R A   ( 8 R 7 ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-29,",SIAP DENGAN: CCC PENUH,7479-29/01-2017/01209(P),18 Jan 2016,17 Jan 2017,"RM 1,968,888.00",0.00mps - 314.36mps,RUMAH BERKEMBAR,2.0,0,0,314,10,0,"1,968,888.00","2,518,128.00",100.0,"[""2.926398, 101.682077""]",,https://teduh.kpkt.gov.my/project-swasta/7479-29,"(28, '7479-29')"
66,66,7 4 7 9 - 2 9 - F E R A   ( 8 R 7 ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-29,",SIAP DENGAN: CCC PENUH,7479-29/01-2017/01209(P),18 Jan 2016,17 Jan 2017,"RM 1,968,888.00",0.00mps - 314.36mps,RUMAH BERKEMBAR,3.0,0,0,0,52,7,"2,393,249.00","3,622,133.00",100.0,"[""2.926398, 101.682077""]",,https://teduh.kpkt.gov.my/project-swasta/7479-29,"(28, '7479-29')"
67,67,7 4 7 9 - 3 0 - T A M A R A   R E S I D E N C E S   ( 8 R 4 ),PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-30,",SIAP DENGAN: CCC PENUH,7479-30/04-2017/01708(P),21 Apr 2016,20 Apr 2017,"RM 480,888.00","1,205.00mps",RUMAH PANGSA/KONDO,21.0,0,0,"1,205",440,1,"480,888.00","572,088.00",100.0,"[""2.926917, 101.679281""]",,https://teduh.kpkt.gov.my/project-swasta/7479-30,"(29, '7479-30')"
68,68,7 4 7 9 - 3 1 - S A U J A N A   A S T E R,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-31,",SIAP DENGAN: CCC PENUH,7479-31/09-2015/0620(P),25 Sep 2013,24 Sep 2015,"RM 380,888.00",104.70mps,RUMAH PANGSA/KONDO,15.0,0,0,105,112,0,"380,888.00","562,888.00",100.0,"[""2.955560, 101.673744""]",,https://teduh.kpkt.gov.my/project-swasta/7479-31,"(30, '7479-31')"
69,69,7 4 7 9 - 3 2 - P E L A N G I,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-32,",SIAP DENGAN: CCC PENUH,7479-32/11-2015/0894(P),20 Nov 2013,19 Nov 2015,"RM 610,888.00",170.65mps,RUMAH TERES,2.0,0,0,171,98,0,"610,888.00","1,176,073.00",100.0,"[""2.959051, 101.667747""]",,https://teduh.kpkt.gov.my/project-swasta/7479-32,"(31, '7479-32')"
70,70,7 4 7 9 - 3 3 - A U G U S T A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-33,",SIAP DENGAN: CCC PENUH,7479-33/08-2018/02207(A)-(L),28 Aug 2017,27 Aug 2018,"RM 2,452,943.00",398.70mps - 445.40mps,RUMAH BERKEMBAR,3.0,0,0,399 - 445,31,30,"2,452,943.00","3,388,271.21",100.0,"[""2.957881, 101.703526""]",,https://teduh.kpkt.gov.my/project-swasta/7479-33,"(32, '7479-33')"
71,71,7 4 7 9 - 3 4 - M Y R A   R E S I D E N C E,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-34,",SIAP DENGAN: CCC PENUH,7479-34/08-2016/0876(P),29 Aug 2014,28 Aug 2016,"RM 1,273,888.00",270.33mps - 338.55mps,RUMAH BERKEMBAR,2.0,0,0,339,12,3,"1,593,131.00","1,738,714.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-34,"(33, '7479-34')"
72,72,7 4 7 9 - 3 4 - M Y R A   R E S I D E N C E,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-34,",SIAP DENGAN: CCC PENUH,7479-34/08-2016/0876(P),29 Aug 2014,28 Aug 2016,"RM 1,273,888.00",270.33mps - 338.55mps,RUMAH BERKEMBAR,2.0,0,0,270,20,0,"1,273,888.00","1,465,218.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-34,"(33, '7479-34')"
73,73,7 4 7 9 - 3 5 - D U T A   V I L L A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-35,",SIAP DENGAN: CCC PENUH,7479-35/10-2016/01020(P),09 Oct 2014,08 Oct 2016,"RM 1,293,688.00",358.95mps,RUMAH TERES,2.5,0,0,359,91,7,"1,293,688.00","1,602,421.00",100.0,"[""2.947388, 101.716690""]",,https://teduh.kpkt.gov.my/project-swasta/7479-35,"(34, '7479-35')"
74,74,7 4 7 9 - 3 6 - A U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-36,",SIAP DENGAN: CCC PENUH,7479-36/03-2021/01755(P),04 Mar 2020,03 Mar 2021,"RM 480,888.00",69.65mps - 106.00mps,RUMAH PANGSA/KONDO,5.0,0,0,101,25,11,"728,888.00","754,668.00",100.0,"[""6.935743, 101.682580""]",,https://teduh.kpkt.gov.my/project-swasta/7479-36,"(35, '7479-36')"
75,75,7 4 7 9 - 3 6 - A U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-36,",SIAP DENGAN: CCC PENUH,7479-36/03-2021/01755(P),04 Mar 2020,03 Mar 2021,"RM 480,888.00",69.65mps - 106.00mps,RUMAH PANGSA/KONDO,14.0,0,0,106,128,87,"718,888.00","1,026,468.00",100.0,"[""6.935743, 101.682580""]",,https://teduh.kpkt.gov.my/project-swasta/7479-36,"(35, '7479-36')"
76,76,7 4 7 9 - 3 6 - A U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-36,",SIAP DENGAN: CCC PENUH,7479-36/03-2021/01755(P),04 Mar 2020,03 Mar 2021,"RM 480,888.00",69.65mps - 106.00mps,RUMAH PANGSA/KONDO,13.0,0,0,70,91,15,"482,158.00","814,593.00",100.0,"[""6.935743, 101.682580""]",,https://teduh.kpkt.gov.my/project-swasta/7479-36,"(35, '7479-36')"
77,77,7 4 7 9 - 3 6 - A U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-36,",SIAP DENGAN: CCC PENUH,7479-36/03-2021/01755(P),04 Mar 2020,03 Mar 2021,"RM 480,888.00",69.65mps - 106.00mps,RUMAH PANGSA/KONDO,13.0,0,0,70,91,4,"480,888.00","831,593.00",100.0,"[""6.935743, 101.682580""]",,https://teduh.kpkt.gov.my/project-swasta/7479-36,"(35, '7479-36')"
78,78,7 4 7 9 - 3 6 - A U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-36,",SIAP DENGAN: CCC PENUH,7479-36/03-2021/01755(P),04 Mar 2020,03 Mar 2021,"RM 480,888.00",69.65mps - 106.00mps,RUMAH PANGSA/KONDO,5.0,0,0,103,25,15,"728,888.00","1,017,863.00",100.0,"[""6.935743, 101.682580""]",,https://teduh.kpkt.gov.my/project-swasta/7479-36,"(35, '7479-36')"
79,79,7 4 7 9 - 3 7 - A S T A N A   R E S I D E N C E S   @   P R E C I N C T   8,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-37,",SIAP DENGAN: CCC PENUH,7479-37/09-2020/02777(P),19 Sep 2019,18 Sep 2020,"RM 3,537,000.00",534.00mps,RUMAH BERKEMBAR,3.0,0,0,534,58,52,"3,537,000.00","5,086,000.00",100.0,"[""2.934606, 101.684718""]",,https://teduh.kpkt.gov.my/project-swasta/7479-37,"(36, '7479-37')"
80,80,7 4 7 9 - 3 8 - P P A I M   P A L M A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-38,",BELUM MULA,7479-38/07-2017/0622(P),08 Jul 2015,07 Jul 2017,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,22.0,0,0,0,263,263,"150,000.00","260,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-38,"(37, '7479-38')"
81,81,7 4 7 9 - 3 9 - P I N E   V A L L E Y,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-39,",SIAP DENGAN: CCC PENUH,7479-39/12-2018/09034(P),31 Dec 2017,30 Dec 2018,"RM 838,000.00",194.00mps,RUMAH TERES,2.0,0,0,194,49,0,"838,000.00","1,075,000.00",100.0,"[""2.959491, 101.705754""]",,https://teduh.kpkt.gov.my/project-swasta/7479-39,"(38, '7479-39')"
82,82,7 4 7 9 - 4 0 - T U R N B E R R Y,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-40,",SIAP DENGAN: CCC PENUH,7479-40/04-2020/01908(P),27 Apr 2019,26 Apr 2020,"RM 888,000.00",191.63mps,RUMAH TERES,2.0,0,0,192,102,0,"888,000.00","1,572,500.00",100.0,"[""2.958313, 101.706966""]",,https://teduh.kpkt.gov.my/project-swasta/7479-40,"(39, '7479-40')"
83,83,7 4 7 9 - 4 1 - D U T A   V I L L A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-41,",SIAP DENGAN: CCC PENUH,7479-41/11-2022/03238(P),02 Nov 2021,01 Nov 2022,"RM 1,580,000.00",341.91mps,RUMAH TERES,2.5,0,0,342,107,53,"1,580,000.00","1,995,000.00",100.0,"[""2.946006, 101.714394""]",,https://teduh.kpkt.gov.my/project-swasta/7479-41,"(40, '7479-41')"
84,84,7 4 7 9 - 4 2 - F L O R A   R O S A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-42,",SIAP DENGAN: CCC PENUH,7479-42/02-2022/01376(P),24 Feb 2021,23 Feb 2022,"RM 426,800.00",130.00mps,RUMAH PANGSA/KONDO,18.0,0,0,130,338,146,"426,800.00","1,180,800.00",100.0,"[""2.952612, 101.676273""]",,https://teduh.kpkt.gov.my/project-swasta/7479-42,"(41, '7479-42')"
85,85,7 4 7 9 - 4 3 - P P A 1 M   S E R U L I N G,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-43,",BELUM MULA,7479-43/06-2019/0441(P),20 Jun 2017,19 Jun 2019,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,344,344,"150,000.00","300,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-43,"(42, '7479-43')"
86,86,7 4 7 9 - 4 3 - P P A 1 M   S E R U L I N G,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-43,",BELUM MULA,7479-43/06-2019/0441(P),20 Jun 2017,19 Jun 2019,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,364,364,"150,000.00","300,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-43,"(42, '7479-43')"
87,87,7 4 7 9 - 4 3 - P P A 1 M   S E R U L I N G,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-43,",BELUM MULA,7479-43/06-2019/0441(P),20 Jun 2017,19 Jun 2019,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,20.0,0,0,0,354,354,"160,000.00","300,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-43,"(42, '7479-43')"
88,88,7 4 7 9 - 4 4 - T H Y M E S   @ 8,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-44,",PERMIT TELAH DIBATALKAN,7479-44/11-2019/0887(P),03 Nov 2017,02 Nov 2019,"RM 2,168,000.00",0.00mps,RUMAH BERKEMBAR,3.0,0,0,0,6,6,"2,168,000.00","2,358,000.00",100.0,"[""2.960388, 101.670614""]",,https://teduh.kpkt.gov.my/project-swasta/7479-44,"(43, '7479-44')"
89,89,7 4 7 9 - 4 5 - P P A 1 M   K E T U M B A R,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-45,",BELUM MULA,7479-45/03-2021/01830(P),09 Mar 2020,08 Mar 2021,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,28.0,0,0,0,315,315,"150,000.00","220,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-45,"(44, '7479-45')"
90,90,7 4 7 9 - 4 5 - P P A 1 M   K E T U M B A R,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-45,",BELUM MULA,7479-45/03-2021/01830(P),09 Mar 2020,08 Mar 2021,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,25.0,0,0,0,284,284,"150,000.00","220,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-45,"(44, '7479-45')"
91,91,7 4 7 9 - 4 5 - P P A 1 M   K E T U M B A R,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-45,",BELUM MULA,7479-45/03-2021/01830(P),09 Mar 2020,08 Mar 2021,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,28.0,0,0,0,201,201,"150,000.00","220,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-45,"(44, '7479-45')"
92,92,7 4 7 9 - 4 6 - M U R R A Y A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-46,",SIAP DENGAN: CCC PENUH,7479-46/12-2022/0824(P),16 Dec 2020,15 Dec 2022,"RM 938,000.00",198.90mps,RUMAH TERES,2.0,0,0,199,118,51,"938,000.00","1,598,000.00",100.0,"[""2.959513, 101.708234""]",,https://teduh.kpkt.gov.my/project-swasta/7479-46,"(45, '7479-46')"
93,93,7 4 7 9 - 4 7 - P P A M   K A S T U R I,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-47,",BELUM MULA,7479-47/03-2023/0286(P),31 Mar 2021,30 Mar 2023,"RM 150,000.00",0.00mps,RUMAH PANGSA/KONDO,26.0,0,0,0,404,404,"150,000.00","220,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/7479-47,"(46, '7479-47')"
94,94,7 4 7 9 - 4 8 - R E S I D E N S I   S A K U R A,PUTRAJAYA HOMES SDN. BHD.,7479,7479/03-2028/0489(A),31 Mar 2023,30 Mar 2028,0388838850,azlany@pjh.com.my,-,"7479-48,",BERJALAN LANCAR,7479-48/12-2025/0432(N)-(S),17 Dec 2022,16 Dec 2025,"RM 350,000.00",0.00mps,RUMAH PANGSA/KONDO,17.0,0,0,0,224,184,"457,000.00","978,000.00",90.47,"[""2.952997, 101.674382""]",,https://teduh.kpkt.gov.my/project-swasta/7479-48,"(58, '7479-48')"
