,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location
48,48,1 0 5 4 8 - 2 - C N   B I N A   S E J A H T E R A   S D N   B H D,CN BINA SEJAHTERA SDN. BHD.,10548,10548/07-2023/0098(R),24 Jul 2020,23 Jul 2023,-,-,-,"10548-2,",SIAP DENGAN: CCC PENUH,10548-2/07-2020/0655(P),24 Jul 2018,23 Jul 2020,"RM 340,000.00",111.00mps,RUMAH BERKEMBAR,1.0,0,0,111,18,13,"340,000.00","430,000.00",100.0,"[""6.345236, 100.189776""]",,https://teduh.kpkt.gov.my/project-swasta/10548-2,"(14, '10548-2')"
49,49,1 0 9 6 6 - 1 - T E G A S   R E A L T Y   S D N .   B H D .,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-1,",SIAP DENGAN: CFO PENUH,10966-1/1705/2010(08),21 Aug 2009,20 Aug 2010,"RM 125,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,18,18,"125,000.00","180,452.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10966-1,"(15, '10966-1')"
50,50,1 0 9 6 6 - 1 - T E G A S   R E A L T Y   S D N .   B H D .,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-1,",SIAP DENGAN: CFO PENUH,10966-1/1705/2010(08),21 Aug 2009,20 Aug 2010,"RM 125,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1,1,"240,000.00","240,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10966-1,"(15, '10966-1')"
51,51,1 0 9 6 6 - 1 - T E G A S   R E A L T Y   S D N .   B H D .,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-1,",SIAP DENGAN: CFO PENUH,10966-1/1705/2010(08),21 Aug 2009,20 Aug 2010,"RM 125,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,2,2,"183,874.00","187,166.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/10966-1,"(15, '10966-1')"
52,52,1 0 9 6 6 - 2 - L O T   6 7 8   &   6 8 0,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-2,",SIAP DENGAN: CFO PENUH,10966-2/58/2013(01),06 Jan 2012,05 Jan 2013,"RM 328,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1,0,"508,125.00","508,125.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10966-2,"(16, '10966-2')"
53,53,1 0 9 6 6 - 2 - L O T   6 7 8   &   6 8 0,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-2,",SIAP DENGAN: CFO PENUH,10966-2/58/2013(01),06 Jan 2012,05 Jan 2013,"RM 328,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,26,11,"328,000.00","366,925.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/10966-2,"(16, '10966-2')"
54,54,1 0 9 6 6 - 3 - T A M A N   W A N   A R P A H,TEGAS REALTY SDN. BHD.,10966,10966-4/11-2019/03189(L),21 Nov 2018,20 Nov 2019,-,reciprocal2801@yahoo.com,-,"10966-3,",SIAP DENGAN: CCC PENUH,10966-3/07-2015/0350(P),18 Jul 2013,17 Jul 2015,"RM 178,000.00",76.00mps,RUMAH TERES,1.0,0,0,76,39,8,"178,000.00","237,739.00",100.0,"[""6.438451, 100.176804""]",,https://teduh.kpkt.gov.my/project-swasta/10966-3,"(17, '10966-3')"
55,55,1 1 1 6 8 - 1 - S U R I A   I K H T I A R   S D N   B H D,SURIA IKHTIAR SDN. BHD.,11168,11168/01-2024/0298(R),14 Jan 2023,13 Jan 2024,60-4-9773662,SURIAIKTHIARSB@YAHOO.COM.MY,SISB_3662,"11168-1,",SIAP DENGAN: CFO PENUH,11168-1/05-2023/0998(R)-(L),10 May 2012,09 May 2023,"RM 209,800.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,1,1,"298,000.00","298,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/11168-1,"(130, '11168-1')"
56,56,1 1 1 6 8 - 1 - S U R I A   I K H T I A R   S D N   B H D,SURIA IKHTIAR SDN. BHD.,11168,11168/01-2024/0298(R),14 Jan 2023,13 Jan 2024,60-4-9773662,SURIAIKTHIARSB@YAHOO.COM.MY,SISB_3662,"11168-1,",SIAP DENGAN: CFO PENUH,11168-1/05-2023/0998(R)-(L),10 May 2012,09 May 2023,"RM 209,800.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,4,4,"209,800.00","211,285.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/11168-1,"(130, '11168-1')"
57,57,1 1 1 6 8 - 1 - S U R I A   I K H T I A R   S D N   B H D,SURIA IKHTIAR SDN. BHD.,11168,11168/01-2024/0298(R),14 Jan 2023,13 Jan 2024,60-4-9773662,SURIAIKTHIARSB@YAHOO.COM.MY,SISB_3662,"11168-1,",SIAP DENGAN: CFO PENUH,11168-1/05-2023/0998(R)-(L),10 May 2012,09 May 2023,"RM 209,800.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,18,18,"219,785.00","285,864.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/11168-1,"(130, '11168-1')"
58,58,1 1 9 3 1 - 1 - T A M A N   B U K I T   K U B U   F A S A   I I,VISTA PARK PROPERTIES SDN. BHD.,11931,11931-1/05-2015/01709(L),05 May 2014,04 May 2015,-,-,-,"11931-1,",SIAP DENGAN: CCC PENUH,11931-1/05-2015/01709(P),05 May 2014,04 May 2015,"RM 314,790.00",255.40mps - 359.10mps,RUMAH SESEBUAH,2.0,0,0,359,2,0,"499,800.00","599,800.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/11931-1,"(18, '11931-1')"
59,59,1 1 9 3 1 - 1 - T A M A N   B U K I T   K U B U   F A S A   I I,VISTA PARK PROPERTIES SDN. BHD.,11931,11931-1/05-2015/01709(L),05 May 2014,04 May 2015,-,-,-,"11931-1,",SIAP DENGAN: CCC PENUH,11931-1/05-2015/01709(P),05 May 2014,04 May 2015,"RM 314,790.00",255.40mps - 359.10mps,RUMAH BERKEMBAR,1.0,0,0,255,40,5,"314,790.00","524,790.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/11931-1,"(18, '11931-1')"
60,60,1 1 9 3 1 - 1 - T A M A N   B U K I T   K U B U   F A S A   I I,VISTA PARK PROPERTIES SDN. BHD.,11931,11931-1/05-2015/01709(L),05 May 2014,04 May 2015,-,-,-,"11931-1,",SIAP DENGAN: CCC PENUH,11931-1/05-2015/01709(P),05 May 2014,04 May 2015,"RM 314,790.00",255.40mps - 359.10mps,RUMAH BERKEMBAR,2.0,0,0,255,12,0,"419,790.00","618,240.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/11931-1,"(18, '11931-1')"
61,61,1 2 0 3 7 - 1 - T A M A N   P A U H   I N D A H,KOTA MAJUJAYA SDN. BHD.,12037,12037/10-2025/1455(R),25 Oct 2022,24 Oct 2025,-,-,-,"12037-1,",SIAP DENGAN: CCC PENUH,12037-1/06-2021/02542(P),01 Jul 2020,30 Jun 2021,"RM 335,000.00",91.97mps,RUMAH BERKEMBAR,1.0,0,0,92,10,6,"335,000.00","390,000.00",100.0,"[""6.442403, 100.301721""]",,https://teduh.kpkt.gov.my/project-swasta/12037-1,"(19, '12037-1')"
62,62,1 2 0 4 6 - 1 - U N I C I T I   A L A M,PROVEN PROPERTIES SDN.BHD.,12046,12046-2/10-2018/0778(L),08 Oct 2016,07 Oct 2018,-,-,WWW.PROVENHOLDING.COM.MY,"12046-1,",-,-,-,-,"RM 168,000.00",0.00mps,RUMAH PANGSA/KONDO,7.0,0,0,0,312,312,"168,000.00","178,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/12046-1,"(20, '12046-1')"
63,63,1 2 0 4 6 - 1 - U N I C I T I   A L A M,PROVEN PROPERTIES SDN.BHD.,12046,12046-2/10-2018/0778(L),08 Oct 2016,07 Oct 2018,-,-,WWW.PROVENHOLDING.COM.MY,"12046-1,",-,-,-,-,"RM 168,000.00",0.00mps,RUMAH PANGSA/KONDO,8.0,0,0,0,168,168,"168,000.00","178,000.00",0.0,,,https://teduh.kpkt.gov.my/project-swasta/12046-1,"(20, '12046-1')"
64,64,1 2 1 2 4 - 1 - T A M A N   N Y U   I N D A H,THC DEVELOPMENT SDN. BHD.,12124,12124-4/05-2019/01916(L),25 May 2018,24 May 2019,-,thcdevelopment@hotmail.com,-,"12124-1,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 299,756.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,18,3,"316,783.00","360,211.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/12124-1,"(21, '12124-1')"
65,65,1 2 1 2 4 - 1 - T A M A N   N Y U   I N D A H,THC DEVELOPMENT SDN. BHD.,12124,12124-4/05-2019/01916(L),25 May 2018,24 May 2019,-,thcdevelopment@hotmail.com,-,"12124-1,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 299,756.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,6,0,"299,756.00","333,361.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/12124-1,"(21, '12124-1')"
66,66,1 2 1 2 4 - 1 - T A M A N   N Y U   I N D A H,THC DEVELOPMENT SDN. BHD.,12124,12124-4/05-2019/01916(L),25 May 2018,24 May 2019,-,thcdevelopment@hotmail.com,-,"12124-1,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 299,756.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,6,1,"316,220.00","328,628.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/12124-1,"(21, '12124-1')"
67,67,1 2 1 2 4 - 4 - T A M A N   H I J R A H,THC DEVELOPMENT SDN. BHD.,12124,12124-4/05-2019/01916(L),25 May 2018,24 May 2019,-,thcdevelopment@hotmail.com,-,"12124-4,",SIAP DENGAN: CCC PENUH,12124-4/05-2019/01916(P),25 May 2018,24 May 2019,"RM 364,100.00",188.66mps - 198.88mps,RUMAH TERES,2.0,0,0,199,19,16,"368,100.00","509,700.00",100.0,"[""6.425160, 100.200575""]",,https://teduh.kpkt.gov.my/project-swasta/12124-4,"(22, '12124-4')"
68,68,1 2 1 2 4 - 4 - T A M A N   H I J R A H,THC DEVELOPMENT SDN. BHD.,12124,12124-4/05-2019/01916(L),25 May 2018,24 May 2019,-,thcdevelopment@hotmail.com,-,"12124-4,",SIAP DENGAN: CCC PENUH,12124-4/05-2019/01916(P),25 May 2018,24 May 2019,"RM 364,100.00",188.66mps - 198.88mps,RUMAH TERES,2.0,0,0,189,9,2,"364,100.00","448,700.00",100.0,"[""6.425160, 100.200575""]",,https://teduh.kpkt.gov.my/project-swasta/12124-4,"(22, '12124-4')"
69,69,1 3 1 7 3 - 2 - T A M A N   S A L A N G   I N D A H,AMZED DEVELOPMENT SDN. BHD.,13173,13173/11-2026/1169(R),02 Nov 2021,01 Nov 2026,-,-,-,"13173-2,",SIAP DENGAN: CCC PENUH,13173-2/09-2017/02592(P),06 Sep 2016,05 Sep 2017,"RM 398,000.00",400.00mps,RUMAH BERKEMBAR,2.0,0,0,400,22,0,"398,000.00","488,000.00",100.0,"[""6.468424, 100.211652""]",,https://teduh.kpkt.gov.my/project-swasta/13173-2,"(23, '13173-2')"
70,70,1 3 1 7 3 - 4 - T A M A N   M U T I A R A   H E I G H T,AMZED DEVELOPMENT SDN. BHD.,13173,13173/11-2026/1169(R),02 Nov 2021,01 Nov 2026,-,-,-,"13173-4,",SIAP DENGAN: CCC PENUH,13173-4/05-2018/0329(P),12 May 2016,11 May 2018,"RM 540,000.00",252.51mps,RUMAH BERKEMBAR,2.5,0,0,253,10,0,"540,000.00","636,040.00",100.0,"[""6.433430, 100.188821""]",,https://teduh.kpkt.gov.my/project-swasta/13173-4,"(24, '13173-4')"
71,71,1 3 4 6 9 - 1 - A H S   R E A L T Y   ( M )   S E N D I R I A N   B E R H A D,AHS REALTY (M) SENDIRIAN BERHAD,13469,13469-1/10-2022/03026(L),11 Oct 2021,10 Oct 2022,-,ahsrealty@gmail.com,-,"13469-1,",SIAP DENGAN: CCC PENUH,13469-1/10-2022/03026(P),11 Oct 2021,10 Oct 2022,"RM 35,000.00",57.77mps - 231.50mps,RUMAH BERKEMBAR,2.0,0,0,199,30,4,"300,000.00","520,000.00",100.0,"[""6.655559, 100.274123""]",,https://teduh.kpkt.gov.my/project-swasta/13469-1,"(25, '13469-1')"
72,72,1 3 4 6 9 - 1 - A H S   R E A L T Y   ( M )   S E N D I R I A N   B E R H A D,AHS REALTY (M) SENDIRIAN BERHAD,13469,13469-1/10-2022/03026(L),11 Oct 2021,10 Oct 2022,-,ahsrealty@gmail.com,-,"13469-1,",SIAP DENGAN: CCC PENUH,13469-1/10-2022/03026(P),11 Oct 2021,10 Oct 2022,"RM 35,000.00",57.77mps - 231.50mps,RUMAH TERES,2.0,0,0,75,59,1,"238,602.00","338,602.00",100.0,"[""6.655559, 100.274123""]",,https://teduh.kpkt.gov.my/project-swasta/13469-1,"(25, '13469-1')"
73,73,1 3 4 6 9 - 1 - A H S   R E A L T Y   ( M )   S E N D I R I A N   B E R H A D,AHS REALTY (M) SENDIRIAN BERHAD,13469,13469-1/10-2022/03026(L),11 Oct 2021,10 Oct 2022,-,ahsrealty@gmail.com,-,"13469-1,",SIAP DENGAN: CCC PENUH,13469-1/10-2022/03026(P),11 Oct 2021,10 Oct 2022,"RM 35,000.00",57.77mps - 231.50mps,RUMAH TERES,1.0,0,0,58,34,1,"35,000.00","151,000.00",100.0,"[""6.655559, 100.274123""]",,https://teduh.kpkt.gov.my/project-swasta/13469-1,"(25, '13469-1')"
74,74,1 3 4 6 9 - 1 - A H S   R E A L T Y   ( M )   S E N D I R I A N   B E R H A D,AHS REALTY (M) SENDIRIAN BERHAD,13469,13469-1/10-2022/03026(L),11 Oct 2021,10 Oct 2022,-,ahsrealty@gmail.com,-,"13469-1,",SIAP DENGAN: CCC PENUH,13469-1/10-2022/03026(P),11 Oct 2021,10 Oct 2022,"RM 35,000.00",57.77mps - 231.50mps,RUMAH KEDAI (G),2.0,0,0,232,16,10,"568,100.00","676,000.00",100.0,"[""6.655559, 100.274123""]",,https://teduh.kpkt.gov.my/project-swasta/13469-1,"(25, '13469-1')"
75,75,1 3 5 9 3 - 1 - T A M A N   R E P O H   J A Y A,E-SHAH DEVELOPMENT SDN. BHD.,13593,13593-1/07-2016/0664(L),08 Jul 2014,07 Jul 2016,-,-,-,"13593-1,",SIAP DENGAN: CCC PENUH,13593-1/07-2016/0664(P),08 Jul 2014,07 Jul 2016,"RM 260,000.00",92.88mps,RUMAH BERKEMBAR,1.0,0,0,93,8,0,"260,000.00","281,250.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/13593-1,"(26, '13593-1')"
76,76,1 3 9 7 2 - 2 - T A M A N   M A S   I N D A H,TUNJANG KOTA DEVELOPMENT SDN. BHD.,13972,13972/01-2025/0918(A),31 Jan 2020,30 Jan 2025,-,-,-,"13972-2,",SIAP DENGAN: CCC PENUH,13972-2/01-2020/01287(P),22 Jan 2019,21 Jan 2020,"RM 318,000.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,2,2,"398,000.00","428,000.00",100.0,"[""0.626535, 100.104410""]",,https://teduh.kpkt.gov.my/project-swasta/13972-2,"(27, '13972-2')"
77,77,1 3 9 7 2 - 2 - T A M A N   M A S   I N D A H,TUNJANG KOTA DEVELOPMENT SDN. BHD.,13972,13972/01-2025/0918(A),31 Jan 2020,30 Jan 2025,-,-,-,"13972-2,",SIAP DENGAN: CCC PENUH,13972-2/01-2020/01287(P),22 Jan 2019,21 Jan 2020,"RM 318,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,6,6,"318,000.00","348,000.00",100.0,"[""0.626535, 100.104410""]",,https://teduh.kpkt.gov.my/project-swasta/13972-2,"(27, '13972-2')"
78,78,1 3 9 9 0 - 1 - T A M A N   S R I   B I N T O N G,SEMARAK JAYASAMA SDN. BHD.,13990,13990/03-2027/0224(A),29 Mar 2022,28 Mar 2027,-,-,-,"13990-1,",SIAP DENGAN: CCC PENUH,13990-1/05-2017/0395(P),14 May 2015,13 May 2017,"RM 320,179.17",89.00mps - 109.00mps,RUMAH BERKEMBAR,1.0,0,0,109,22,3,"383,500.00","445,209.44",100.0,"[""6.455286, 100.161494""]",,https://teduh.kpkt.gov.my/project-swasta/13990-1,"(28, '13990-1')"
79,79,1 3 9 9 0 - 1 - T A M A N   S R I   B I N T O N G,SEMARAK JAYASAMA SDN. BHD.,13990,13990/03-2027/0224(A),29 Mar 2022,28 Mar 2027,-,-,-,"13990-1,",SIAP DENGAN: CCC PENUH,13990-1/05-2017/0395(P),14 May 2015,13 May 2017,"RM 320,179.17",89.00mps - 109.00mps,RUMAH BERKEMBAR,1.0,0,0,89,4,0,"320,179.17","355,861.50",100.0,"[""6.455286, 100.161494""]",,https://teduh.kpkt.gov.my/project-swasta/13990-1,"(28, '13990-1')"
80,80,1 4 1 6 9 - 1 1 - P R 1 M A   @   P A D A N G   S I D I N G,PR1MA CORPORATION MALAYSIA,14169,14169/12-2025/1466(A),30 Dec 2022,29 Dec 2025,0374959888,putih.atan@pr1ma.my,-,"14169-11,",SIAP DENGAN: CCC PENUH,14169-11/08-2021/02417(P),02 Aug 2020,01 Aug 2021,"RM 198,000.00",100.70mps,RUMAH TERES,1.0,0,0,101,231,179,"198,000.00","400,000.00",100.0,"[""6.476972, 100.297667""]",,https://teduh.kpkt.gov.my/project-swasta/14169-11,"(29, '14169-11')"
81,81,1 4 1 6 9 - 3 5 - P R 1 M A   @   K U A L A   P E R L I S,PR1MA CORPORATION MALAYSIA,14169,14169/12-2025/1466(A),30 Dec 2022,29 Dec 2025,0374959888,putih.atan@pr1ma.my,-,"14169-35,",PERMIT TELAH DIBATALKAN,14169-35/07-2020/02363(P),04 Jul 2019,03 Jul 2020,"RM 246,000.00",0.00mps,RUMAH PANGSA/KONDO,13.0,0,0,0,270,270,"246,000.00","440,000.00",0.0,"[""6.400667, 100.143095""]",,https://teduh.kpkt.gov.my/project-swasta/14169-35,"(30, '14169-35')"
82,82,1 4 1 6 9 - 3 5 - P R 1 M A   @   K U A L A   P E R L I S,PR1MA CORPORATION MALAYSIA,14169,14169/12-2025/1466(A),30 Dec 2022,29 Dec 2025,0374959888,putih.atan@pr1ma.my,-,"14169-35,",PERMIT TELAH DIBATALKAN,14169-35/07-2020/02363(P),04 Jul 2019,03 Jul 2020,"RM 246,000.00",0.00mps,RUMAH PANGSA/KONDO,13.0,0,0,0,270,270,"246,000.00","440,000.00",0.0,"[""6.400667, 100.143095""]",,https://teduh.kpkt.gov.my/project-swasta/14169-35,"(30, '14169-35')"
83,83,1 4 5 6 5 - 1 - T A M A N   S R I   P U L A I,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-1,",SIAP DENGAN: CCC PENUH,14565-1/02-2020/01416(P),14 Feb 2019,13 Feb 2020,"RM 327,422.00",89.00mps - 178.00mps,RUMAH BERKEMBAR,2.0,0,0,169,10,3,"470,000.00","487,631.00",100.0,"[""6.431688, 100.209693""]",,https://teduh.kpkt.gov.my/project-swasta/14565-1,"(31, '14565-1')"
84,84,1 4 5 6 5 - 1 - T A M A N   S R I   P U L A I,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-1,",SIAP DENGAN: CCC PENUH,14565-1/02-2020/01416(P),14 Feb 2019,13 Feb 2020,"RM 327,422.00",89.00mps - 178.00mps,RUMAH BERKEMBAR,1.0,0,0,89,8,0,"327,422.00","352,868.00",100.0,"[""6.431688, 100.209693""]",,https://teduh.kpkt.gov.my/project-swasta/14565-1,"(31, '14565-1')"
85,85,1 4 5 6 5 - 1 - T A M A N   S R I   P U L A I,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-1,",SIAP DENGAN: CCC PENUH,14565-1/02-2020/01416(P),14 Feb 2019,13 Feb 2020,"RM 327,422.00",89.00mps - 178.00mps,RUMAH SESEBUAH,2.0,0,0,178,1,0,"559,431.00","559,431.00",100.0,"[""6.431688, 100.209693""]",,https://teduh.kpkt.gov.my/project-swasta/14565-1,"(31, '14565-1')"
86,86,1 4 5 6 5 - 2 - T A M A N   S R I   E M B U N,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-2,",SAKIT,14565-2/01-2024/0439(R)-(L),06 Jan 2023,05 Jan 2024,"RM 350,180.00",94.00mps - 200.00mps,RUMAH BERKEMBAR,1.0,0,0,94,10,0,"350,180.00","420,400.00",80.0,"[""6.426227, 100.214067""]",,https://teduh.kpkt.gov.my/project-swasta/14565-2,"(148, '14565-2')"
87,87,1 4 5 6 5 - 2 - T A M A N   S R I   E M B U N,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-2,",SAKIT,14565-2/01-2024/0439(R)-(L),06 Jan 2023,05 Jan 2024,"RM 350,180.00",94.00mps - 200.00mps,RUMAH BERKEMBAR,2.0,0,0,188,6,5,"575,720.00","577,060.00",60.0,"[""6.426227, 100.214067""]",,https://teduh.kpkt.gov.my/project-swasta/14565-2,"(148, '14565-2')"
88,88,1 4 5 6 5 - 2 - T A M A N   S R I   E M B U N,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-2,",SAKIT,14565-2/01-2024/0439(R)-(L),06 Jan 2023,05 Jan 2024,"RM 350,180.00",94.00mps - 200.00mps,RUMAH SESEBUAH,2.0,0,0,200,1,1,"624,000.00","624,000.00",75.0,"[""6.426227, 100.214067""]",,https://teduh.kpkt.gov.my/project-swasta/14565-2,"(148, '14565-2')"
89,89,1 4 5 6 5 - 2 - T A M A N   S R I   E M B U N,IRAMA DINAMIK DEVELOPMENT SDN. BHD.,14565,14565/01-2026/0161(R),06 Jan 2023,05 Jan 2026,-,-,-,"14565-2,",SAKIT,14565-2/01-2024/0439(R)-(L),06 Jan 2023,05 Jan 2024,"RM 350,180.00",94.00mps - 200.00mps,RUMAH SESEBUAH,1.0,0,0,102,1,0,"552,000.00","552,000.00",80.0,"[""6.426227, 100.214067""]",,https://teduh.kpkt.gov.my/project-swasta/14565-2,"(148, '14565-2')"
90,90,1 9 5 1 3 - 1 - T A M A N   D E S A   H A L B A N,WIDURI HARTA SDN. BHD.,19513,19513/03-2026/0676(R),26 Mar 2023,25 Mar 2026,-,-,-,"19513-1,",SIAP DENGAN: CCC PENUH,19513-1/03-2022/01451(P),04 Mar 2021,03 Mar 2022,"RM 300,000.00",0.00mps - 292.60mps,RUMAH BERKEMBAR,2.0,0,0,178,8,4,"398,000.00","398,000.00",100.0,"[""6.454384, 100.246380""]",,https://teduh.kpkt.gov.my/project-swasta/19513-1,"(32, '19513-1')"
91,91,1 9 5 1 3 - 1 - T A M A N   D E S A   H A L B A N,WIDURI HARTA SDN. BHD.,19513,19513/03-2026/0676(R),26 Mar 2023,25 Mar 2026,-,-,-,"19513-1,",SIAP DENGAN: CCC PENUH,19513-1/03-2022/01451(P),04 Mar 2021,03 Mar 2022,"RM 300,000.00",0.00mps - 292.60mps,RUMAH SESEBUAH,2.0,0,0,0,2,2,"480,000.00","495,000.00",100.0,"[""6.454384, 100.246380""]",,https://teduh.kpkt.gov.my/project-swasta/19513-1,"(32, '19513-1')"
92,92,1 9 5 1 3 - 1 - T A M A N   D E S A   H A L B A N,WIDURI HARTA SDN. BHD.,19513,19513/03-2026/0676(R),26 Mar 2023,25 Mar 2026,-,-,-,"19513-1,",SIAP DENGAN: CCC PENUH,19513-1/03-2022/01451(P),04 Mar 2021,03 Mar 2022,"RM 300,000.00",0.00mps - 292.60mps,RUMAH BERKEMBAR,1.0,0,0,293,8,4,"300,000.00","340,000.00",100.0,"[""6.454384, 100.246380""]",,https://teduh.kpkt.gov.my/project-swasta/19513-1,"(32, '19513-1')"
93,93,1 9 5 1 3 - 2 - T A M A N   U T A M A   I N D A H,WIDURI HARTA SDN. BHD.,19513,19513/03-2026/0676(R),26 Mar 2023,25 Mar 2026,-,-,-,"19513-2,",SIAP DENGAN: CCC PENUH,19513-2/03-2023/0274(P),26 Mar 2021,25 Mar 2023,"RM 330,000.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,12,12,"330,000.00","390,720.00",100.0,"[""6.457799, 100.198669""]",,https://teduh.kpkt.gov.my/project-swasta/19513-2,"(133, '19513-2')"
94,94,1 9 5 1 3 - 2 - T A M A N   U T A M A   I N D A H,WIDURI HARTA SDN. BHD.,19513,19513/03-2026/0676(R),26 Mar 2023,25 Mar 2026,-,-,-,"19513-2,",SIAP DENGAN: CCC PENUH,19513-2/03-2023/0274(P),26 Mar 2021,25 Mar 2023,"RM 330,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1,1,"530,000.00","530,000.00",100.0,"[""6.457799, 100.198669""]",,https://teduh.kpkt.gov.my/project-swasta/19513-2,"(133, '19513-2')"
95,95,1 9 6 1 4 - 1 - T A M A N   R I A,HDI PRIMA DEVELOPMENT SDN. BHD.,19614,19614/04-2027/0278(R),07 Apr 2022,18 Apr 2027,-,-,-,"19614-1,",SIAP DENGAN: CCC PENUH,19614-1/04-2022/01851(P),19 Apr 2021,18 Apr 2022,"RM 500,000.00",643.73mps,RUMAH BERKEMBAR,2.0,0,0,644,16,9,"500,000.00","757,000.00",100.0,"[""6.463145, 100.273600""]",,https://teduh.kpkt.gov.my/project-swasta/19614-1,"(33, '19614-1')"
96,96,1 9 7 3 7 - 1 - T A M A N   S A U J A N A   I D A M A N,DETIK VENTURES SDN. BHD.,19737,19737/09-2027/0805(A),22 Sep 2022,21 Sep 2027,-,-,-,"19737-1,",SAKIT,19737-1/09-2023/0613(R)-(L),22 Sep 2022,21 Sep 2023,"RM 178,000.00",100.00mps - 163.60mps,RUMAH TERES,1.5,4,"3, 4",137 - 164,109,0,"253,000.00","483,100.00",74.27,"[""6.443848, 100.248168""]",,https://teduh.kpkt.gov.my/project-swasta/19737-1,"(160, '19737-1')"
