,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
1388,3 2 5 6 - 1 3 - T A M A N   K A S A   H E I G H T S,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-13,",SIAP DENGAN: CCC PENUH,3256-13/283/2013(02),10 Feb 2012,09 Feb 2013,"RM 241,000.00",0mps,1,0,0,0,12,0,"318,000.00","364,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3256-13,"16, 66, 0"
1389,3 2 5 6 - 1 3 - T A M A N   K A S A   H E I G H T S,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-13,",SIAP DENGAN: CCC PENUH,3256-13/283/2013(02),10 Feb 2012,09 Feb 2013,"RM 241,000.00",0mps,1.5,0,0,0,25,0,"241,000.00","376,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3256-13,"16, 66, 0"
1390,3 2 5 6 - 1 4 - T A M A N   N U R I,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-14,",SIAP DENGAN: CCC PENUH,3256-14/12-2014/01475(P),27 Dec 2013,26 Dec 2014,"RM 55,000.00",0mps - 115mps,2,0,0,115,51,0,"230,578.00","380,524.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.320103, 102.277460""]",,https://teduh.kpkt.gov.my/project-swasta/3256-14,"17, 66, 0"
1391,3 2 5 6 - 1 4 - T A M A N   N U R I,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-14,",SIAP DENGAN: CCC PENUH,3256-14/12-2014/01475(P),27 Dec 2013,26 Dec 2014,"RM 55,000.00",0mps - 115mps,2,0,0,0,24,24,"55,000.00","64,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.320103, 102.277460""]",,https://teduh.kpkt.gov.my/project-swasta/3256-14,"17, 66, 0"
1392,3 2 5 6 - 1 4 - T A M A N   N U R I,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-14,",SIAP DENGAN: CCC PENUH,3256-14/12-2014/01475(P),27 Dec 2013,26 Dec 2014,"RM 55,000.00",0mps - 115mps,1,0,0,114,1,0,"448,926.00","448,926.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.320103, 102.277460""]",,https://teduh.kpkt.gov.my/project-swasta/3256-14,"17, 66, 0"
1393,3 2 5 6 - 1 4 - T A M A N   N U R I,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-14,",SIAP DENGAN: CCC PENUH,3256-14/12-2014/01475(P),27 Dec 2013,26 Dec 2014,"RM 55,000.00",0mps - 115mps,1,0,0,114,28,0,"301,986.00","431,055.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.320103, 102.277460""]",,https://teduh.kpkt.gov.my/project-swasta/3256-14,"17, 66, 0"
1394,3 2 5 6 - 1 5 - M E T A   G A D O N G,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-15,",SIAP DENGAN: CCC PENUH,3256-15/12-2016/02639(P),19 Dec 2015,18 Dec 2016,"RM 378,010.00",0mps - 204mps,2,0,0,204,7,2,"378,010.00","518,410.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.243078, 102.212000""]",,https://teduh.kpkt.gov.my/project-swasta/3256-15,"18, 66, 0"
1395,3 2 5 6 - 1 5 - M E T A   G A D O N G,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-15,",SIAP DENGAN: CCC PENUH,3256-15/12-2016/02639(P),19 Dec 2015,18 Dec 2016,"RM 378,010.00",0mps - 204mps,2,0,0,204,58,7,"414,410.00","566,510.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.243078, 102.212000""]",,https://teduh.kpkt.gov.my/project-swasta/3256-15,"18, 66, 0"
1396,3 2 5 6 - 1 5 - M E T A   G A D O N G,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-15,",SIAP DENGAN: CCC PENUH,3256-15/12-2016/02639(P),19 Dec 2015,18 Dec 2016,"RM 378,010.00",0mps - 204mps,2,0,0,204,13,4,"383,210.00","459,910.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.243078, 102.212000""]",,https://teduh.kpkt.gov.my/project-swasta/3256-15,"18, 66, 0"
1397,3 2 5 6 - 1 5 - M E T A   G A D O N G,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-15,",SIAP DENGAN: CCC PENUH,3256-15/12-2016/02639(P),19 Dec 2015,18 Dec 2016,"RM 378,010.00",0mps - 204mps,2,0,0,0,1,1,"622,410.00","622,410.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.243078, 102.212000""]",,https://teduh.kpkt.gov.my/project-swasta/3256-15,"18, 66, 0"
1398,3 2 5 6 - 1 5 - M E T A   G A D O N G,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-15,",SIAP DENGAN: CCC PENUH,3256-15/12-2016/02639(P),19 Dec 2015,18 Dec 2016,"RM 378,010.00",0mps - 204mps,2,0,0,204,2,0,"430,010.00","430,010.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.243078, 102.212000""]",,https://teduh.kpkt.gov.my/project-swasta/3256-15,"18, 66, 0"
1399,3 2 5 6 - 2 - T A M A N   M A J U,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-2,",-,3256/148/1998(01),29 Jan 1997,28 Jan 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-2,"5, 66, 0"
1400,3 2 5 6 - 3 - T M N   G R A H A   M A J U,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-3,",-,3256/993/1997(08),28 Aug 1996,27 Aug 1997,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-3,"6, 66, 0"
1401,3 2 5 6 - 4 - T A M A N   M A J U,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-4,",-,3256/349/1999(03),03 Mar 1998,02 Mar 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-4,"7, 66, 0"
1402,3 2 5 6 - 5 - T A M A N   M A J U   F A S A   1 C ( 3 ),SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-5,",-,3256/109/1999(01),19 Jan 1998,18 Jan 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-5,"8, 66, 0"
1403,3 2 5 6 - 6 - T A M A N   M A J U   F A S A   2,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-6,",-,3256/1103/2001(06),27 Jun 2000,26 Jun 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-6,"9, 66, 0"
1404,3 2 5 6 - 7 - T A M A N   M A J U   F A S A   3,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-7,",-,3256/1174/2002(06),27 Jun 2001,26 Jun 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3256-7,"10, 66, 0"
1405,3 2 5 6 - 8 - T A M A N   M A J U   J A S I N,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-8,",SIAP DENGAN: CFO PENUH,3256-8/1471/2010(07),21 Jul 2009,20 Jul 2010,"RM 118,000.00",0mps,1,0,0,0,53,53,"118,000.00","189,310.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3256-8,"11, 66, 0"
1406,3 2 5 6 - 8 - T A M A N   M A J U   J A S I N,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-8,",SIAP DENGAN: CFO PENUH,3256-8/1471/2010(07),21 Jul 2009,20 Jul 2010,"RM 118,000.00",0mps,1,0,0,0,39,39,"118,000.00","118,000.00",5.00,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/3256-8,"11, 66, 0"
1407,3 2 5 6 - 9 - T A M A N   M A J U   J A S I N,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-9,",SIAP DENGAN: CFO PENUH,3256-9/2180/2008(10),09 Oct 2007,08 Oct 2008,"RM 107,700.00",0mps,1,0,0,0,43,43,"115,500.00","200,100.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3256-9,"12, 66, 0"
1408,3 2 5 6 - 9 - T A M A N   M A J U   J A S I N,SRI PENGKALAN BINAAN SDN. BHD.,3256,3256-15/12-2017/03125(L),27 Dec 2016,26 Dec 2017,-,rita@spb.my,info@spb.my,"3256-9,",SIAP DENGAN: CFO PENUH,3256-9/2180/2008(10),09 Oct 2007,08 Oct 2008,"RM 107,700.00",0mps,1,0,0,0,45,45,"107,700.00","180,960.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3256-9,"12, 66, 0"
1409,3 2 9 9 - 1 - T A M A N   I N T A N,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-1,",-,3299/139/1986(02),12 Feb 1985,11 Feb 1986,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-1,"19, 66, 0"
1410,3 2 9 9 - 1 0 - T A M A N   S E R I   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-10,",-,3299/412/1997(04),13 Apr 1996,12 Apr 1997,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-10,"3, 67, 0"
1411,3 2 9 9 - 1 1 - T A M A N   I N T A N   6,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-11,",-,3299/191/1999(02),05 Feb 1998,04 Feb 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-11,"4, 67, 0"
1412,3 2 9 9 - 1 2 - T A M A N   I N T A N   J A Y A   4,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-12,",-,3299/1199/1997(10),22 Oct 1996,21 Oct 1997,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-12,"5, 67, 0"
1413,3 2 9 9 - 1 3 - T A M A N   I N T A N   J A Y A   5,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-13,",-,3299/634/1999(04),29 Apr 1998,28 Apr 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-13,"6, 67, 0"
1414,3 2 9 9 - 1 4 - T A M A N   P U T R A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-14,",-,3299/1127/2000(08),24 Aug 1999,23 Aug 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-14,"7, 67, 0"
1415,3 2 9 9 - 1 5 - T A M A N   S E R I   I N D A H   2,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-15,",-,3299/1439/2000(10),15 Oct 1999,14 Oct 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-15,"8, 67, 0"
1416,3 2 9 9 - 1 6 - T A M A N   I N T A N   7,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-16,",-,3299/551/2001(04),14 Apr 2000,13 Apr 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-16,"9, 67, 0"
1417,3 2 9 9 - 1 7 - T A M A N   I N T A N   J A Y A   6,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-17,",-,3299/804/2002(06),18 Jun 2001,17 Jun 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-17,"10, 67, 0"
1418,3 2 9 9 - 1 8 - T A M A N   T E L O K,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-18,",-,3299/805/2002(05),19 May 2001,18 May 2002,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-18,"11, 67, 0"
1419,3 2 9 9 - 1 9 - T A M A N   D A T O '   H O R M A T,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-19,",-,3299-19/1733/2004(09),03 Sep 2003,02 Sep 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-19,"12, 67, 0"
1420,3 2 9 9 - 2 - T A M A N   I N T A N,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-2,",-,3299/740/1993(06),18 Jun 1992,17 Jun 1993,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-2,"20, 66, 0"
1421,3 2 9 9 - 2 0 - T A M A N   S E N T O S A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-20,",-,3299-20/695/2005(05),29 May 2004,28 May 2005,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-20,"13, 67, 0"
1422,3 2 9 9 - 2 1 - T A M A N   A M A N,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-21,",-,3299-21/694/2005(07),04 Jul 2004,03 Jul 2005,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-21,"14, 67, 0"
1423,3 2 9 9 - 2 2 - T A M A N   P E R M A I,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-22,",-,3299-22/622/2006(10),31 Mar 2006,21 Oct 2006,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/3299-22,"15, 67, 0"
1424,3 2 9 9 - 2 3 - T A M A N   D A Y A   M A J U,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-23,",SIAP DENGAN: CFO PENUH,3299-23/1195/2007(04),20 Jun 2006,06 Apr 2007,"RM 112,800.00",0mps,2,0,0,0,42,42,"149,000.00","238,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-23,"16, 67, 0"
1425,3 2 9 9 - 2 3 - T A M A N   D A Y A   M A J U,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-23,",SIAP DENGAN: CFO PENUH,3299-23/1195/2007(04),20 Jun 2006,06 Apr 2007,"RM 112,800.00",0mps,2,0,0,0,19,19,"169,000.00","293,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-23,"16, 67, 0"
1426,3 2 9 9 - 2 3 - T A M A N   D A Y A   M A J U,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-23,",SIAP DENGAN: CFO PENUH,3299-23/1195/2007(04),20 Jun 2006,06 Apr 2007,"RM 112,800.00",0mps,1,0,0,0,57,57,"123,000.00","224,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-23,"16, 67, 0"
1427,3 2 9 9 - 2 3 - T A M A N   D A Y A   M A J U,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-23,",SIAP DENGAN: CFO PENUH,3299-23/1195/2007(04),20 Jun 2006,06 Apr 2007,"RM 112,800.00",0mps,1,0,0,0,27,27,"112,800.00","206,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-23,"16, 67, 0"
1428,3 2 9 9 - 2 4 - T A M A N   P E R E P A T   P E R M A I,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-24,",SIAP DENGAN: CFO PENUH,3299-24/6/2009(01),05 Jan 2008,02 Jan 2009,"RM 115,500.00",0mps,1,0,0,0,33,33,"115,500.00","288,900.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-24,"17, 67, 0"
1429,3 2 9 9 - 2 5 - T A M A N   D E S A   K E N C A N A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-25,",SIAP DENGAN: CFO PENUH,3299-25/244/2008(03),08 Mar 2007,07 Mar 2008,"RM 106,900.00",0mps,1,0,0,0,16,16,"106,900.00","171,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-25,"18, 67, 0"
1430,3 2 9 9 - 2 5 - T A M A N   D E S A   K E N C A N A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-25,",SIAP DENGAN: CFO PENUH,3299-25/244/2008(03),08 Mar 2007,07 Mar 2008,"RM 106,900.00",0mps,1,0,0,0,48,48,"109,900.00","191,500.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-25,"18, 67, 0"
1431,3 2 9 9 - 2 6 - T A M A N   S I A K A P,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-26,",SIAP DENGAN: CFO PENUH,3299-26/984/2010(03),19 May 2009,21 Mar 2010,"RM 135,000.00",0mps,1,0,0,0,6,6,"135,000.00","205,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-26,"19, 67, 0"
1432,3 2 9 9 - 2 6 - T A M A N   S I A K A P,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-26,",SIAP DENGAN: CFO PENUH,3299-26/984/2010(03),19 May 2009,21 Mar 2010,"RM 135,000.00",0mps,2,0,0,0,9,9,"189,900.00","249,900.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-26,"19, 67, 0"
1433,3 2 9 9 - 2 6 - T A M A N   S I A K A P,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-26,",SIAP DENGAN: CFO PENUH,3299-26/984/2010(03),19 May 2009,21 Mar 2010,"RM 135,000.00",0mps,1,0,0,0,27,27,"149,000.00","215,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-26,"19, 67, 0"
1434,3 2 9 9 - 2 7 - T A M A N   S E J A H T E R A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-27,",SIAP DENGAN: CCC PENUH,3299-27/2182/2010(09),28 Oct 2009,02 Sep 2010,"RM 114,900.00",0mps,1,0,0,0,5,5,"114,900.00","182,500.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-27,"20, 67, 0"
1435,3 2 9 9 - 2 7 - T A M A N   S E J A H T E R A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-27,",SIAP DENGAN: CCC PENUH,3299-27/2182/2010(09),28 Oct 2009,02 Sep 2010,"RM 114,900.00",0mps,1,0,0,0,23,23,"155,800.00","236,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-27,"20, 67, 0"
1436,3 2 9 9 - 2 7 - T A M A N   S E J A H T E R A,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-27,",SIAP DENGAN: CCC PENUH,3299-27/2182/2010(09),28 Oct 2009,02 Sep 2010,"RM 114,900.00",0mps,2,0,0,0,7,7,"226,800.00","314,800.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-27,"20, 67, 0"
1437,3 2 9 9 - 2 8 - T A M A N   B E L I B I S,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-28,",SIAP DENGAN: CCC PENUH,3299-28/398/2011(12),28 Feb 2011,09 Dec 2011,"RM 139,900.00",0mps,1,0,0,0,10,10,"155,900.00","227,900.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-28,"21, 67, 0"
1438,3 2 9 9 - 2 8 - T A M A N   B E L I B I S,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-28,",SIAP DENGAN: CCC PENUH,3299-28/398/2011(12),28 Feb 2011,09 Dec 2011,"RM 139,900.00",0mps,1,0,0,0,36,36,"139,900.00","204,900.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-28,"21, 67, 0"
1439,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0mps,2,0,0,0,21,21,"289,900.00","422,900.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"22, 67, 0"
1440,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0mps,2,0,0,0,2,2,"515,900.00","519,900.00",83.55,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"22, 67, 0"
1441,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0mps,2,0,0,0,12,12,"346,900.00","549,900.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"22, 67, 0"
1442,3 2 9 9 - 2 9 - T A M A N   D E S A   I N D A H,HARP SOON CONSTRUCTION SDN.BHD.,3299,3299/03-2028/0311(A),02 Mar 2023,01 Mar 2028,0333435885,harpsoonsb@yahoo.com,-,"3299-29,",SIAP DENGAN: CCC PENUH,3299-29/250/2012(11),09 Feb 2012,30 Nov 2012,"RM 162,900.00",0mps,2,0,0,0,2,2,"461,900.00","479,900.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/3299-29,"22, 67, 0"
