,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
55,4 7 5 0 - 3 0 - X X X   S I L A   G U N A     - 3 0   B A G I   P E R M O H O N A N   B A R U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-30,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-30,"22, 131, 0"
56,4 7 5 0 - 3 1 - T A M A N   R O M P I N   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-31,",SIAP DENGAN: CFO PENUH,4750-31/1712/2007(08),22 Aug 2006,21 Aug 2007,"RM 130,000.00",0mps,2,0,0,0,40,40,"160,000.00","223,420.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-31,"23, 131, 0"
57,4 7 5 0 - 3 1 - T A M A N   R O M P I N   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-31,",SIAP DENGAN: CFO PENUH,4750-31/1712/2007(08),22 Aug 2006,21 Aug 2007,"RM 130,000.00",0mps,1,0,0,0,14,14,"130,000.00","205,525.00",90.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-31,"23, 131, 0"
58,4 7 5 0 - 3 2 - T A M A N   P O N T I A N   M A K M U R,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-32,",SIAP DENGAN: CFO PENUH,4750-32/1569/2012(08),05 Aug 2011,04 Aug 2012,"RM 88,000.00",0mps,1,0,0,0,66,66,"88,000.00","174,800.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-32,"24, 131, 0"
59,4 7 5 0 - 3 3 - T A M A N   G R E E N L A S T   M A K M U R   I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-33,",SIAP DENGAN: CFO PENUH,4750-33/1683/2008(08),09 Aug 2007,08 Aug 2008,"RM 119,800.00",0mps,1,0,0,0,8,8,"209,900.00","289,524.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-33,"25, 131, 0"
60,4 7 5 0 - 3 3 - T A M A N   G R E E N L A S T   M A K M U R   I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-33,",SIAP DENGAN: CFO PENUH,4750-33/1683/2008(08),09 Aug 2007,08 Aug 2008,"RM 119,800.00",0mps,1,0,0,0,20,20,"119,800.00","200,167.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-33,"25, 131, 0"
61,4 7 5 0 - 3 3 - T A M A N   G R E E N L A S T   M A K M U R   I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-33,",SIAP DENGAN: CFO PENUH,4750-33/1683/2008(08),09 Aug 2007,08 Aug 2008,"RM 119,800.00",0mps,1,0,0,0,2,2,"258,589.00","286,296.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-33,"25, 131, 0"
62,4 7 5 0 - 3 4 - T A M A N   B E S E R A H   B A Y U   F A S A   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-34,",SIAP DENGAN: CFO PENUH,4750-34/1700/2009(07),02 Sep 2008,17 Jul 2009,"RM 230,000.00",0mps,1,0,0,0,22,22,"230,000.00","248,600.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-34,"1, 132, 0"
63,4 7 5 0 - 3 4 - T A M A N   B E S E R A H   B A Y U   F A S A   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-34,",SIAP DENGAN: CFO PENUH,4750-34/1700/2009(07),02 Sep 2008,17 Jul 2009,"RM 230,000.00",0mps,1,0,0,0,1,1,"460,000.00","460,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-34,"1, 132, 0"
64,4 7 5 0 - 3 5 - T A M A N   T A S   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-35,",SIAP DENGAN: CFO PENUH,4750-35/62/2009(08),08 Jan 2009,22 Aug 2009,"RM 129,800.00",0mps,1,0,0,0,78,78,"129,800.00","190,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-35,"2, 132, 0"
65,4 7 5 0 - 3 6 - T A M A N   K A M P U N G   P A D A N G   S E J A H T E R A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-36,",SIAP DENGAN: CFO PENUH,4750-36/1502/2010(06),03 Aug 2009,14 Jun 2010,"RM 148,000.00",0mps,1,0,0,0,6,6,"299,000.00","350,900.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-36,"3, 132, 0"
66,4 7 5 0 - 3 6 - T A M A N   K A M P U N G   P A D A N G   S E J A H T E R A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-36,",SIAP DENGAN: CFO PENUH,4750-36/1502/2010(06),03 Aug 2009,14 Jun 2010,"RM 148,000.00",0mps,1,0,0,0,20,20,"148,000.00","221,600.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-36,"3, 132, 0"
67,4 7 5 0 - 3 7 - L O T   7 6 8,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-37,",SIAP DENGAN: CCC PENUH,4750-37/1083/2011(06),08 Jun 2010,07 Jun 2011,"RM 188,000.00",0mps,1,0,0,0,2,2,"368,000.00","388,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-37,"4, 132, 0"
68,4 7 5 0 - 3 7 - L O T   7 6 8,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-37,",SIAP DENGAN: CCC PENUH,4750-37/1083/2011(06),08 Jun 2010,07 Jun 2011,"RM 188,000.00",0mps,1,0,0,0,22,22,"188,000.00","268,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-37,"4, 132, 0"
69,4 7 5 0 - 3 8 - L O T   3 0 5 3 6,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-38,",SIAP DENGAN: CCC PENUH,4750-38/2790/2012(12),28 Dec 2011,27 Dec 2012,"RM 179,800.00",0mps,1,0,0,0,14,14,"179,800.00","238,690.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-38,"5, 132, 0"
70,4 7 5 0 - 3 9 - L O T   4 7 2 0 0,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-39,",SIAP DENGAN: CCC PENUH,4750-39/1510/2011(08),04 Aug 2010,03 Aug 2011,"RM 188,000.00",0mps,1,0,0,0,25,25,"188,000.00","239,550.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-39,"6, 132, 0"
71,4 7 5 0 - 4 - T A M A N   M E W A H   S E R I   K U A N T A N,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-4,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-4,"21, 130, 0"
72,4 7 5 0 - 4 0 - G R E E N L A S T   H O U S I N G   D E V E L O P M E N T   S D N   B H D,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-40,",SIAP DENGAN: CCC PENUH,4750-40/2043/2011(10),20 Oct 2010,19 Oct 2011,"RM 188,000.00",0mps,1,0,0,0,8,8,"238,000.00","271,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-40,"7, 132, 0"
73,4 7 5 0 - 4 0 - G R E E N L A S T   H O U S I N G   D E V E L O P M E N T   S D N   B H D,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-40,",SIAP DENGAN: CCC PENUH,4750-40/2043/2011(10),20 Oct 2010,19 Oct 2011,"RM 188,000.00",0mps,1,0,0,0,15,15,"188,000.00","232,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-40,"7, 132, 0"
74,4 7 5 0 - 4 1 - T A M A N   G R E E N L A S T   S E J A H T E R A   I I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-41,",SIAP DENGAN: CCC PENUH,4750-41/967/2013(04),26 Apr 2012,25 Apr 2013,"RM 199,900.00",0mps,1,0,0,0,23,1,"199,900.00","241,290.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-41,"8, 132, 0"
75,4 7 5 0 - 4 2 - T A M A N   G R E E N L A S T   S E J A H T E R A   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-42,",SIAP DENGAN: CCC PENUH,4750-42/968/2013(04),26 Apr 2012,25 Apr 2013,"RM 199,900.00",0mps,1,0,0,0,14,0,"199,900.00","290,500.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/4750-42,"9, 132, 0"
76,4 7 5 0 - 4 3 - T A M A N   B U K I T   R A N G I N   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-43,",SIAP DENGAN: CCC PENUH,4750-43/12-2016/02776(P),22 Dec 2015,21 Dec 2016,"RM 350,000.00",104mps,1,0,0,104,12,0,"350,000.00","414,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.791545, 103.244514""]",,https://teduh.kpkt.gov.my/project-swasta/4750-43,"10, 132, 0"
77,4 7 5 0 - 4 4 - G R E E N L A S T   V I L L A G E,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-44,",SIAP DENGAN: CCC PENUH,4750-44/04-2017/01668(P),12 Apr 2016,11 Apr 2017,"RM 230,000.00",0mps - 84mps,1,0,0,0,2,2,"398,000.00","412,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.741161, 103.308675""]",,https://teduh.kpkt.gov.my/project-swasta/4750-44,"11, 132, 0"
78,4 7 5 0 - 4 4 - G R E E N L A S T   V I L L A G E,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-44,",SIAP DENGAN: CCC PENUH,4750-44/04-2017/01668(P),12 Apr 2016,11 Apr 2017,"RM 230,000.00",0mps - 84mps,1,0,0,84,14,3,"230,000.00","297,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.741161, 103.308675""]",,https://teduh.kpkt.gov.my/project-swasta/4750-44,"11, 132, 0"
79,4 7 5 0 - 4 5 - G R E E N L A S T   V I L L A G E   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-45,",SIAP DENGAN: CCC PENUH,4750-45/10-2015/0680(P),10 Oct 2013,09 Oct 2015,"RM 230,000.00",84mps,1,0,0,84,24,2,"230,000.00","296,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.757863, 103.305645""]",,https://teduh.kpkt.gov.my/project-swasta/4750-45,"12, 132, 0"
80,4 7 5 0 - 4 6 - T A M A N   B U K I T   R A N G I N   B A Y U   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-46,",SIAP DENGAN: CCC PENUH,4750-46/01-2017/01188(P),14 Jan 2016,13 Jan 2017,"RM 279,800.00",71mps,1,0,0,71,14,10,"279,800.00","332,100.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.792442, 103.242620""]",,https://teduh.kpkt.gov.my/project-swasta/4750-46,"13, 132, 0"
81,4 7 5 0 - 4 7 - G R E E N L A S T   V I L L A G E   I I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-47,",SIAP DENGAN: CCC PENUH,4750-47/02-2016/0133(P),14 Feb 2014,13 Feb 2016,"RM 259,500.00",161mps,1,0,0,161,20,4,"259,500.00","323,100.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.767558, 103.309361""]",,https://teduh.kpkt.gov.my/project-swasta/4750-47,"14, 132, 0"
82,4 7 5 0 - 4 8 - G R E E N L A S T   V I L L A G E   I V,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-48,",SIAP DENGAN: CCC PENUH,4750-48/09-2017/02654(P),26 Sep 2016,25 Sep 2017,"RM 398,000.00",117mps,1,0,0,117,28,20,"398,000.00","474,900.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.767802, 103.309057""]",,https://teduh.kpkt.gov.my/project-swasta/4750-48,"15, 132, 0"
83,4 7 5 0 - 4 9 - T A M A N   B U K I T   R A N G I N   B A Y U   I I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-49,",SIAP DENGAN: CCC PENUH,4750-49/05-2018/01428(P),30 May 2017,29 May 2018,"RM 288,000.00",93mps,1,0,0,93,29,10,"288,000.00","418,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.793930, 103.247197""]",,https://teduh.kpkt.gov.my/project-swasta/4750-49,"16, 132, 0"
84,4 7 5 0 - 5 - T A M A N   M A J U   J A Y A   F A S A   1,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-5,",-,4750/188/1995(03),02 Mar 1994,01 Mar 1995,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-5,"22, 130, 0"
85,4 7 5 0 - 5 0 - T A M A N   G R E E N L A S T   S E J A H T E R A   I V,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-50,",SIAP DENGAN: CCC PENUH,4750-50/09-2017/0828(P),29 Sep 2015,28 Sep 2017,"RM 298,000.00",95mps,1,0,0,95,20,8,"298,000.00","388,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.756151, 103.305329""]",,https://teduh.kpkt.gov.my/project-swasta/4750-50,"17, 132, 0"
86,4 7 5 0 - 5 1 - G R E E N L A S T   R E S I D E N C E   P A R K,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-51,",SIAP DENGAN: CCC PENUH,4750-51/02-2020/01550(P),25 Feb 2019,24 Feb 2020,"RM 256,900.00",84mps,1,0,0,84,43,6,"256,900.00","376,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.483158, 103.416900""]",,https://teduh.kpkt.gov.my/project-swasta/4750-51,"18, 132, 0"
87,4 7 5 0 - 5 2 - G R E E N L A S T   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-52,",SIAP DENGAN: CCC PENUH,4750-52/03-2019/01549(P),15 Mar 2018,14 Mar 2019,"RM 273,900.00",93mps - 120mps,1,0,0,93,8,2,"273,900.00","391,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.772163, 103.243206""]",,https://teduh.kpkt.gov.my/project-swasta/4750-52,"19, 132, 0"
88,4 7 5 0 - 5 2 - G R E E N L A S T   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-52,",SIAP DENGAN: CCC PENUH,4750-52/03-2019/01549(P),15 Mar 2018,14 Mar 2019,"RM 273,900.00",93mps - 120mps,1,0,0,120,4,2,"393,800.00","441,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.772163, 103.243206""]",,https://teduh.kpkt.gov.my/project-swasta/4750-52,"19, 132, 0"
89,4 7 5 0 - 5 3 - T A M A N   S O I   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-53,",SIAP DENGAN: CCC PENUH,4750-53/04-2019/01580(P),26 Apr 2018,25 Apr 2019,"RM 279,900.00",98mps - 130mps,1,0,0,130,12,2,"369,900.00","492,300.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.729785, 103.295805""]",,https://teduh.kpkt.gov.my/project-swasta/4750-53,"20, 132, 0"
90,4 7 5 0 - 5 3 - T A M A N   S O I   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-53,",SIAP DENGAN: CCC PENUH,4750-53/04-2019/01580(P),26 Apr 2018,25 Apr 2019,"RM 279,900.00",98mps - 130mps,1,0,0,98,18,4,"279,900.00","388,800.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.729785, 103.295805""]",,https://teduh.kpkt.gov.my/project-swasta/4750-53,"20, 132, 0"
91,4 7 5 0 - 5 4 - T A M A N   G R E E N L A S T   K G   T I R A M,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-54,",SIAP DENGAN: CCC PENUH,4750-54/09-2020/02829(P),13 Sep 2019,12 Sep 2020,"RM 448,000.00",81mps - 121mps,2,0,0,81,13,9,"479,900.00","561,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.810417, 103.292134""]",,https://teduh.kpkt.gov.my/project-swasta/4750-54,"21, 132, 0"
92,4 7 5 0 - 5 4 - T A M A N   G R E E N L A S T   K G   T I R A M,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-54,",SIAP DENGAN: CCC PENUH,4750-54/09-2020/02829(P),13 Sep 2019,12 Sep 2020,"RM 448,000.00",81mps - 121mps,1,0,0,121,16,5,"448,000.00","546,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.810417, 103.292134""]",,https://teduh.kpkt.gov.my/project-swasta/4750-54,"21, 132, 0"
93,4 7 5 0 - 5 5 - K I A R A   B A Y   ( P E N O R ),GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-55,",SIAP DENGAN: CCC PENUH,4750-55/06-2022/02141(P),24 Jun 2021,23 Jun 2022,"RM 389,000.00",125mps,1,0,0,125,30,4,"389,000.00","503,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.705487, 103.330828""]",,https://teduh.kpkt.gov.my/project-swasta/4750-55,"22, 132, 0"
94,4 7 5 0 - 5 6 - T A M A N   S O I   P E R M A I   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-56,",SIAP DENGAN: CCC PENUH,4750-56/06-2020/0508(P),06 Jun 2018,05 Jun 2020,"RM 338,000.00",0mps - 82mps,1,0,0,0,1,0,"703,200.00","703,200.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.735501, 103.309284""]",,https://teduh.kpkt.gov.my/project-swasta/4750-56,"23, 132, 0"
95,4 7 5 0 - 5 6 - T A M A N   S O I   P E R M A I   I I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-56,",SIAP DENGAN: CCC PENUH,4750-56/06-2020/0508(P),06 Jun 2018,05 Jun 2020,"RM 338,000.00",0mps - 82mps,1,0,0,82,21,6,"338,000.00","539,500.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.735501, 103.309284""]",,https://teduh.kpkt.gov.my/project-swasta/4750-56,"23, 132, 0"
96,4 7 5 0 - 5 7 - T A M A N   R O M P I N   P E R M A I,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-57,",PERMIT TELAH DIBATALKAN,4750-57/03-2021/0198(P),06 Mar 2019,05 Mar 2021,"RM 249,900.00",0mps,1,0,0,0,29,29,"249,900.00","358,100.00",0.00,BELUM MULA,"[""2.812042, 103.455358""]",,https://teduh.kpkt.gov.my/project-swasta/4750-57,"24, 132, 0"
97,4 7 5 0 - 5 8 - T A M A N   K E T A P A N G   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-58,",SIAP DENGAN: CCC PENUH,4750-58/12-2023/0667(R)-(L),24 Dec 2022,23 Dec 2023,"RM 209,900.00",84mps - 128mps,1,0,0,128,4,0,"290,000.00","350,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.483158, 103.416900""]",,https://teduh.kpkt.gov.my/project-swasta/4750-58,"25, 132, 0"
98,4 7 5 0 - 5 8 - T A M A N   K E T A P A N G   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-58,",SIAP DENGAN: CCC PENUH,4750-58/12-2023/0667(R)-(L),24 Dec 2022,23 Dec 2023,"RM 209,900.00",84mps - 128mps,1,0,0,108,2,1,"311,400.00","386,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.483158, 103.416900""]",,https://teduh.kpkt.gov.my/project-swasta/4750-58,"25, 132, 0"
99,4 7 5 0 - 5 8 - T A M A N   K E T A P A N G   B A Y U,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-58,",SIAP DENGAN: CCC PENUH,4750-58/12-2023/0667(R)-(L),24 Dec 2022,23 Dec 2023,"RM 209,900.00",84mps - 128mps,1,0,0,84,41,20,"209,900.00","339,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.483158, 103.416900""]",,https://teduh.kpkt.gov.my/project-swasta/4750-58,"25, 132, 0"
100,4 7 5 0 - 5 9 - G R E E N L A S T   C E M P A K A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-59,",BERJALAN LANCAR,4750-59/05-2024/0884(R)-(L),08 May 2023,07 May 2024,"RM 319,900.00",81mps,1.5,0,0,81,30,25,"319,900.00","456,800.00",51.67,BERJALAN LANCAR,"[""3.432120, 103.191870""]",,https://teduh.kpkt.gov.my/project-swasta/4750-59,"1, 133, 0"
101,4 7 5 0 - 6 - T A M A N   S E T O N G K O L   J A Y A,GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-6,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/4750-6,"23, 130, 0"
102,4 7 5 0 - 6 0 - K I A R A   B A Y   I I I   ( P E N O R ),GREENLAST HOUSING DEVELOPMENT SDN. BHD.,4750,4750/02-2029/0022(R),01 Mar 2024,28 Feb 2029,6095563198,greenlast_housing@yahoo.com,-,"4750-60,",BERJALAN LANCAR,4750-60/02-2024/0180(A)-(L),01 Mar 2022,29 Feb 2024,"RM 339,900.00",88mps - 116mps,1,0,0,116,10,10,"429,000.00","494,500.00",5.00,BERJALAN LANCAR,"[""3.705887, 103.331109""]",,https://teduh.kpkt.gov.my/project-swasta/4750-60,"2, 133, 0"
