,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Status Projek,Location,Address,Link,Website Location
262,1 2 3 2 - 1 0 - T A M A N   S E T O N G K O L   H E I G H T,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-10,",SIAP DENGAN: CCC PENUH,1232-10/07-2016/01956(P),20 Jul 2015,19 Jul 2016,"RM 380,000.00",176mps - 320mps,2,0,0,192,18,-3,"413,000.00","556,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.812973, 103.307872""]",,https://teduh.kpkt.gov.my/project-swasta/1232-10,"11, 23, 0"
263,1 2 3 2 - 1 1 - S E R I   T E R U N T U M   R E S I D E N C E,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-11,",SIAP DENGAN: CCC PENUH,1232-11/03-2019/01393(P),27 Mar 2018,26 Mar 2019,"RM 388,000.00",126mps,2,0,0,126,22,7,"388,000.00","646,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.797546, 103.309435""]",,https://teduh.kpkt.gov.my/project-swasta/1232-11,"12, 23, 0"
264,1 2 3 2 - 1 2 - -,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-12,",SIAP DENGAN: CCC PENUH,1232-12/12-2022/03565(A)-(L),16 Dec 2021,15 Dec 2022,"RM 510,000.00",100mps - 292mps,2,4,4,100 - 292,12,6,"510,000.00","888,999.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.837891, 103.339912""]",,https://teduh.kpkt.gov.my/project-swasta/1232-12,"13, 23, 0"
265,1 2 3 2 - 1 3 - D ' A M A N   B U K I T   U B I,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-13,",SIAP DENGAN: CCC PENUH,1232-13/06-2023/0129(R)-(L),02 Jun 2022,01 Jun 2023,"RM 550,000.00",182mps - 253mps,2,4,3,182 - 253,18,0,"550,000.00","800,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.818504, 103.319446""]",,https://teduh.kpkt.gov.my/project-swasta/1232-13,"14, 23, 0"
266,1 2 3 2 - 2 - T A M A N   S R I   G A L I N G,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-2,",-,1232/1215/1993(10),17 Oct 1992,16 Oct 1993,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-2,"3, 23, 0"
267,1 2 3 2 - 3 - T A M A N   M U R N I   ( P 3 ),HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-3,",-,1232/334/1985(06),11 Jun 1984,10 Jun 1985,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-3,"4, 23, 0"
268,1 2 3 2 - 4 - T A M A N   K U B A N G   B U A Y A   J A Y A,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-4,",-,1232/926/1998(07),22 Jul 1997,21 Jul 1998,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-4,"5, 23, 0"
269,1 2 3 2 - 5 - T A M A N   K A M P U N G   J A W A   J A Y A,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-5,",-,1232/1898/2001(11),10 Nov 2000,09 Nov 2001,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-5,"6, 23, 0"
270,1 2 3 2 - 6 - T A M A N   S E T O N G K O L   U T A M A,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-6,",-,1232-6/2296/2004(12),01 Dec 2004,01 Dec 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-6,"7, 23, 0"
271,1 2 3 2 - 7 - T A M A N   K A M P U N G   J A W A   J A Y A   F A S A   2,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-7,",-,1232-7/2297/2005(11),01 Dec 2004,30 Nov 2005,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1232-7,"8, 23, 0"
272,1 2 3 2 - 8 - L O T   1 3 2 1,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-8,",SIAP DENGAN: CFO PENUH,1232-8/819/2009(04),25 Apr 2008,24 Apr 2009,"RM 169,000.00",0mps,2,0,0,0,14,14,"228,000.00","438,000.00",5.00,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/1232-8,"9, 23, 0"
273,1 2 3 2 - 8 - L O T   1 3 2 1,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-8,",SIAP DENGAN: CFO PENUH,1232-8/819/2009(04),25 Apr 2008,24 Apr 2009,"RM 169,000.00",0mps,2,0,0,0,11,11,"200,000.00","363,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-8,"9, 23, 0"
274,1 2 3 2 - 8 - L O T   1 3 2 1,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-8,",SIAP DENGAN: CFO PENUH,1232-8/819/2009(04),25 Apr 2008,24 Apr 2009,"RM 169,000.00",0mps,2,0,0,0,13,13,"169,000.00","368,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-8,"9, 23, 0"
275,1 2 3 2 - 8 - L O T   1 3 2 1,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-8,",SIAP DENGAN: CFO PENUH,1232-8/819/2009(04),25 Apr 2008,24 Apr 2009,"RM 169,000.00",0mps,2,0,0,0,2,2,"202,000.00","388,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-8,"9, 23, 0"
276,1 2 3 2 - 8 - L O T   1 3 2 1,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-8,",SIAP DENGAN: CFO PENUH,1232-8/819/2009(04),25 Apr 2008,24 Apr 2009,"RM 169,000.00",0mps,2,0,0,0,2,2,"318,000.00","368,000.00",95.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-8,"9, 23, 0"
277,1 2 3 2 - 9 - T A M A N   M U T I A R A   T E R U N T U M,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-9,",SIAP DENGAN: CFO PENUH,1232-9/2413/2010(08),02 Dec 2009,16 Aug 2010,"RM 228,000.00",0mps,2,0,0,0,6,6,"246,000.00","263,000.00",86.50,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-9,"10, 23, 0"
278,1 2 3 2 - 9 - T A M A N   M U T I A R A   T E R U N T U M,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-9,",SIAP DENGAN: CFO PENUH,1232-9/2413/2010(08),02 Dec 2009,16 Aug 2010,"RM 228,000.00",0mps,2,0,0,0,11,11,"228,000.00","263,000.00",86.50,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-9,"10, 23, 0"
279,1 2 3 2 - 9 - T A M A N   M U T I A R A   T E R U N T U M,HO KENG CONSTRUCTION SDN. BHD.,1232,1232/12-2025/1287(A),16 Dec 2022,15 Dec 2025,095161485,hokengconstruction@gmail.com,-,"1232-9,",SIAP DENGAN: CFO PENUH,1232-9/2413/2010(08),02 Dec 2009,16 Aug 2010,"RM 228,000.00",0mps,2,0,0,0,12,12,"248,000.00","327,825.00",86.50,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1232-9,"10, 23, 0"
280,1 2 4 5 - 1 - T A M A N   U N G K U   T U N   A M I N A H,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-1,",-,1245/1176/1994(10),23 Oct 1993,22 Oct 1994,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1245-1,"15, 23, 0"
281,1 2 4 5 - 2 - T A M A N   U N G K U   T U N   A M I N A H,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-2,",-,1245-2/338/2007(02),23 Feb 2006,22 Feb 2007,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1245-2,"16, 23, 0"
282,1 2 4 5 - 3 - T A M A N   D A N A U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-3,",-,1245-3/46/2007(01),12 Jan 2006,11 Jan 2007,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1245-3,"17, 23, 0"
283,1 2 4 5 - 4 - T U T A   V I L L A   I I,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-4,",SIAP DENGAN: CCC PENUH,1245-4/11-2020/0996(P),08 Nov 2018,07 Nov 2020,"RM 778,000.00",153mps,1,0,0,153,30,13,"778,000.00","918,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.511351, 103.657819""]",,https://teduh.kpkt.gov.my/project-swasta/1245-4,"18, 23, 0"
284,1 2 4 5 - 5 - T A M A N   U N G K U   T U N   A M I N A H   ( T U T A ),TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-5,",SIAP DENGAN: CCC PENUH,1245-5/02-2023/01425(A)-(L),21 Feb 2022,20 Feb 2023,"RM 728,000.00",153mps - 153mps,1,0,0,153 - 153,30,19,"728,000.00","995,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""1.517968, 103.663868""]",,https://teduh.kpkt.gov.my/project-swasta/1245-5,"19, 23, 0"
285,1 2 4 5 - 6 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-6,",BERJALAN LANCAR,1245-6/11-2024/1634(R)-(L),13 Nov 2023,12 Nov 2024,"RM 812,000.00",192mps - 242mps,2,4,3,192,185,3,"812,000.00","852,000.00",97.50,BERJALAN LANCAR,"[""1.489713, 103.623440""]",,https://teduh.kpkt.gov.my/project-swasta/1245-6,"20, 23, 0"
286,1 2 4 5 - 6 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-6,",BERJALAN LANCAR,1245-6/11-2024/1634(R)-(L),13 Nov 2023,12 Nov 2024,"RM 812,000.00",192mps - 242mps,2,4,"3, 4",236 - 242,32,12,"1,139,000.00","1,498,000.00",97.50,BERJALAN LANCAR,"[""1.489713, 103.623440""]",,https://teduh.kpkt.gov.my/project-swasta/1245-6,"20, 23, 0"
287,1 2 4 5 - 7 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-7,",BERJALAN LANCAR,1245-7/11-2024/0356(N)-(L),23 Nov 2022,22 Nov 2024,"RM 749,000.00",193mps - 243mps,2,4,"3, 4",193 - 243,132,55,"749,000.00","1,297,000.00",77.69,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/1245-7,"21, 23, 0"
288,1 2 4 5 - 7 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-7,",BERJALAN LANCAR,1245-7/11-2024/0356(N)-(L),23 Nov 2022,22 Nov 2024,"RM 749,000.00",193mps - 243mps,2,4,"3, 4",193 - 243,90,36,"760,000.00","1,227,000.00",77.50,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/1245-7,"21, 23, 0"
289,1 2 4 5 - 8 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-8,",BERJALAN LANCAR,1245-8/04-2025/0474(N)-(L),19 Apr 2023,18 Apr 2025,"RM 1,106,000.00",213mps,2,4,4,213,84,78,"1,106,000.00","1,511,000.00",22.32,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/1245-8,"22, 23, 0"
290,1 2 4 5 - 8 - T A M A N   M U T I A R A   M A J U,TASEK MAJU REALTY SDN. BHD.,1245,1245/11-2028/1293(R),13 Nov 2023,12 Nov 2028,-,-,bb.ng@tasekmaju.com.my,"1245-8,",BERJALAN LANCAR,1245-8/04-2025/0474(N)-(L),19 Apr 2023,18 Apr 2025,"RM 1,106,000.00",213mps,2,4,4,213,88,78,"1,106,000.00","1,359,000.00",21.93,BERJALAN LANCAR,,,https://teduh.kpkt.gov.my/project-swasta/1245-8,"22, 23, 0"
291,1 2 5 8 - 1 0 - C O A S T   D E V E L O P M E N T   ( S E L )   S D N   B H D,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-10,",SIAP DENGAN: CCC PENUH,1258-10/03-2017/0244(P),24 Mar 2015,23 Mar 2017,"RM 85,000.00",0mps - 89mps,2,0,0,89,42,16,"450,000.00","560,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.872456, 101.584030""]",,https://teduh.kpkt.gov.my/project-swasta/1258-10,"5, 24, 0"
292,1 2 5 8 - 1 0 - C O A S T   D E V E L O P M E N T   ( S E L )   S D N   B H D,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-10,",SIAP DENGAN: CCC PENUH,1258-10/03-2017/0244(P),24 Mar 2015,23 Mar 2017,"RM 85,000.00",0mps - 89mps,2,0,0,0,18,18,"85,000.00","85,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.872456, 101.584030""]",,https://teduh.kpkt.gov.my/project-swasta/1258-10,"5, 24, 0"
293,1 2 5 8 - 3 - L O T   4 2 4   ( P 3 ),COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-3,",-,1258/237/1987(04),14 Apr 1986,13 Apr 1987,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-3,"23, 23, 0"
294,1 2 5 8 - 4 - X X X,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-4,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-4,"24, 23, 0"
295,1 2 5 8 - 5 - T A M A N   P A N T A I   I N D A H,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-5,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-5,"25, 23, 0"
296,1 2 5 8 - 6 - T A M A N   T E R A T A I,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-6,",-,1258/656/1999(05),06 May 1998,05 May 1999,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-6,"1, 24, 0"
297,1 2 5 8 - 7 - T A M A N   B A H A G I A,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-7,",-,1258/1138/2000(09),19 Aug 1999,18 Sep 2000,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-7,"2, 24, 0"
298,1 2 5 8 - 8 - T A M A N   M A N T A P,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-8,",-,1258-8/631/2003(04),10 Apr 2002,09 Apr 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1258-8,"3, 24, 0"
299,1 2 5 8 - 9 - T A M A N   T E P I   S U N G A I,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-9,",SIAP DENGAN: CFO PENUH,1258-9/1008/2009(10),21 May 2009,16 Oct 2009,"RM 236,000.00",0mps,2,0,0,0,12,12,"388,000.00","488,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1258-9,"4, 24, 0"
300,1 2 5 8 - 9 - T A M A N   T E P I   S U N G A I,COAST DEVELOPMENT (SELANGOR) SDN. BHD,1258,1258-10/03-2017/0244(L),24 Mar 2015,23 Mar 2017,03-33441107,-,-,"1258-9,",SIAP DENGAN: CFO PENUH,1258-9/1008/2009(10),21 May 2009,16 Oct 2009,"RM 236,000.00",0mps,2,0,0,0,29,29,"236,000.00","472,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1258-9,"4, 24, 0"
301,1 2 9 0 - 1 - T A M A N   P A N T A I   C E M P E D A K   F A S A   I I,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-1,",-,-,-,-,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1290-1,"6, 24, 0"
302,1 2 9 0 - 1 0 - T A M A N   I N T A N,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-10,",-,1290-10/2469/2003(11),23 Nov 2002,22 Nov 2003,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1290-10,"15, 24, 0"
303,1 2 9 0 - 1 1 - P E R K A M P U N G A N   S E T A L I,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-11,",-,1290-11/1392/2004(07),04 Jul 2003,03 Jul 2004,RM 0.00,0mps,,,,,,,,,,,,,https://teduh.kpkt.gov.my/project-swasta/1290-11,"16, 24, 0"
304,1 2 9 0 - 1 2 - T A M A N   D A H L I A,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-12,",SIAP DENGAN: CFO PENUH,1290-12/1866/2007(09),13 Sep 2006,12 Sep 2007,"RM 93,800.00",0mps,1,0,0,0,22,22,"93,800.00","133,000.00",100.00,SIAP DENGAN: CFO PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-12,"17, 24, 0"
305,1 2 9 0 - 1 3 - T A M A N   D A H L I A,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-13,",SIAP DENGAN: CCC PENUH,1290-13/1045/2010(05),26 May 2009,25 May 2010,"RM 139,000.00",0mps,1,0,0,0,26,26,"139,000.00","180,000.00",95.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-13,"18, 24, 0"
306,1 2 9 0 - 1 4 - L O T   1 0 1 6 7 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-14,",SIAP DENGAN: CCC PENUH,1290-14/1616/2012(08),10 Aug 2011,09 Aug 2012,"RM 35,603.00",0mps,1,0,0,0,13,13,"35,603.00","43,389.00",84.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-14,"19, 24, 0"
307,1 2 9 0 - 1 4 - L O T   1 0 1 6 7 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-14,",SIAP DENGAN: CCC PENUH,1290-14/1616/2012(08),10 Aug 2011,09 Aug 2012,"RM 35,603.00",0mps,1,0,0,0,55,55,"145,000.00","205,800.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-14,"19, 24, 0"
308,1 2 9 0 - 1 4 - L O T   1 0 1 6 7 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-14,",SIAP DENGAN: CCC PENUH,1290-14/1616/2012(08),10 Aug 2011,09 Aug 2012,"RM 35,603.00",0mps,1,0,0,0,13,13,"78,775.00","90,694.00",84.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-14,"19, 24, 0"
309,1 2 9 0 - 1 5 - L O T   1 5 1 0,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-15,",SIAP DENGAN: CCC PENUH,1290-15/1617/2012(08),10 Aug 2011,09 Aug 2012,"RM 178,000.00",0mps,1,0,0,0,46,1,"178,000.00","255,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-15,"20, 24, 0"
310,1 2 9 0 - 1 6 - T A M A N   D A H L I A,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-16,",SIAP DENGAN: CCC PENUH,1290-16/963/2013(04),26 Apr 2012,25 Apr 2013,"RM 180,000.00",0mps,1,0,0,0,22,0,"180,000.00","300,000.00",100.00,SIAP DENGAN: CCC PENUH,,,https://teduh.kpkt.gov.my/project-swasta/1290-16,"21, 24, 0"
311,1 2 9 0 - 1 7 - L O T   2 2 3 8 0   D A N   L O T   2 2 3 8 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-17,",SIAP DENGAN: CCC PENUH,1290-17/06-2017/02144(P),27 Jun 2016,26 Jun 2017,"RM 478,560.00",167mps - 209mps,2,0,0,167,49,10,"478,560.00","514,560.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.818346, 103.276985""]",,https://teduh.kpkt.gov.my/project-swasta/1290-17,"22, 24, 0"
312,1 2 9 0 - 1 7 - L O T   2 2 3 8 0   D A N   L O T   2 2 3 8 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-17,",SIAP DENGAN: CCC PENUH,1290-17/06-2017/02144(P),27 Jun 2016,26 Jun 2017,"RM 478,560.00",167mps - 209mps,2.5,0,0,209,3,0,"886,560.00","958,560.00",100.00,SIAP DENGAN: CCC PENUH,"[""3.818346, 103.276985""]",,https://teduh.kpkt.gov.my/project-swasta/1290-17,"22, 24, 0"
313,1 2 9 0 - 1 8 - L O T   4 4   [   T A M A N   P U L A U   L A N G   M I T I A R A   ]   -   L O T   L A M A   2 6 2,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-18,",SIAP DENGAN: CCC PENUH,1290-18/10-2017/02649(P),04 Oct 2016,03 Oct 2017,"RM 270,000.00",105mps,1,0,0,105,30,25,"270,000.00","483,600.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.490000, 103.290000""]",,https://teduh.kpkt.gov.my/project-swasta/1290-18,"23, 24, 0"
314,1 2 9 0 - 1 9 - L O T   4 1   [ T A M A N   P U L A U   L A N G   M U T I A R A ] -   L O T   L A M A   2 6 3,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-19,",SIAP DENGAN: CCC PENUH,1290-19/10-2017/02841(P),31 Oct 2016,30 Oct 2017,"RM 222,000.00",0mps - 93mps,1,0,0,93,20,9,"222,000.00","306,000.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.490000, 103.290000""]",,https://teduh.kpkt.gov.my/project-swasta/1290-19,"24, 24, 0"
315,1 2 9 0 - 1 9 - L O T   4 1   [ T A M A N   P U L A U   L A N G   M U T I A R A ] -   L O T   L A M A   2 6 3,SYARIKAT LEE DEVELOPMENT SDN. BHD.,1290,1290/04-2027/0360(A),18 Apr 2022,26 Apr 2027,-,-,-,"1290-19,",SIAP DENGAN: CCC PENUH,1290-19/10-2017/02841(P),31 Oct 2016,30 Oct 2017,"RM 222,000.00",0mps - 93mps,1,0,0,0,2,2,"367,200.00","379,200.00",100.00,SIAP DENGAN: CCC PENUH,"[""2.490000, 103.290000""]",,https://teduh.kpkt.gov.my/project-swasta/1290-19,"24, 24, 0"
